datetime	user	rtypes	ptypes	cum_rtypes	cum_ptypes
2007-08-20 06:41:59	dsaff	0	0	0	303
2007-09-04 10:59:38	dsaff	0	31	0	334
2007-09-04 10:59:39	dsaff	0	8	0	342
2007-10-03 06:59:04	dsaff	0	7	0	349
2007-10-03 07:42:17	dsaff	0	0	0	349
2007-10-03 11:11:21	dsaff	0	5	0	354
2007-10-04 21:59:38	kbeck	0	-3	3	55
2007-10-05 09:54:35	dsaff	0	0	0	354
2007-10-05 13:47:53	kbeck	0	1	3	56
2007-10-08 12:40:31	dsaff	0	-3	0	351
2007-10-08 12:40:32	dsaff	0	0	0	351
2007-10-08 12:40:34	dsaff	0	6	0	357
2007-10-08 12:40:36	dsaff	0	0	0	357
2007-10-08 12:40:37	dsaff	0	0	0	357
2007-10-08 14:07:43	dsaff	0	33	0	390
2007-10-08 14:09:55	dsaff	0	0	0	390
2007-10-09 09:25:42	kbeck	0	0	3	56
2007-10-09 09:25:43	kbeck	0	0	3	56
2007-10-09 11:20:39	dsaff	0	4	0	394
2007-10-09 11:20:40	dsaff	0	1	0	395
2007-10-09 11:20:41	dsaff	0	6	0	401
2007-10-09 12:00:41	dsaff	0	-2	0	399
2007-10-09 13:19:08	kbeck	0	0	3	56
2007-10-09 18:17:11	dsaff	0	9	0	408
2007-10-09 18:17:12	dsaff	0	0	0	408
2007-10-09 18:57:12	kbeck	0	5	3	61
2007-10-09 18:57:13	kbeck	0	2	3	63
2007-10-09 18:57:14	kbeck	0	2	3	65
2007-10-09 18:57:15	kbeck	0	2	3	67
2007-10-10 08:57:15	dsaff	0	4	0	412
2007-10-10 10:15:25	dsaff	0	0	0	412
2007-10-10 10:15:26	dsaff	0	0	0	412
2007-10-12 07:49:03	dsaff	0	-1	0	411
2007-10-12 07:49:05	dsaff	0	5	0	416
2007-10-12 07:49:06	dsaff	0	0	0	416
2007-10-12 07:49:07	dsaff	0	0	0	416
2007-10-12 09:58:22	kbeck	0	2	3	69
2007-10-12 10:27:32	dsaff	0	3	0	419
2007-10-12 12:12:27	kbeck	0	4	3	73
2007-10-12 12:12:28	kbeck	0	1	3	74
2007-10-12 21:09:27	dsaff	0	0	0	419
2007-10-16 08:36:58	kbeck	0	1	3	75
2007-10-31 06:57:12	dsaff	0	8	0	427
2007-11-05 06:48:31	dsaff	0	-1	0	426
2007-11-07 10:28:48	dsaff	0	0	0	426
2007-11-07 11:04:17	dsaff	0	1	0	427
2007-11-14 10:21:30	dsaff	0	6	0	433
2007-11-14 10:21:31	dsaff	0	0	0	433
2007-11-14 10:44:01	dsaff	0	0	0	433
2007-11-21 08:25:21	dsaff	0	2	0	435
2007-11-26 09:06:52	dsaff	0	0	0	435
2007-11-26 09:07:36	dsaff	0	1	0	436
2007-11-26 18:05:39	dsaff	0	5	0	441
2007-11-26 18:05:40	dsaff	0	0	0	441
2007-12-05 07:39:56	dsaff	0	0	0	441
2007-12-05 07:40:56	dsaff	0	0	0	441
2007-12-05 07:41:50	dsaff	0	0	0	441
2007-12-05 07:42:28	dsaff	0	0	0	441
2007-12-05 07:42:59	dsaff	0	-3	0	438
2007-12-05 07:43:29	dsaff	0	0	0	438
2007-12-05 07:43:52	dsaff	0	2	0	440
2007-12-05 07:44:23	dsaff	0	1	0	441
2007-12-05 07:44:49	dsaff	0	0	0	441
2007-12-05 07:45:22	dsaff	0	0	0	441
2007-12-05 07:46:41	dsaff	0	0	0	441
2007-12-05 07:47:09	dsaff	0	1	0	442
2007-12-07 07:43:03	dsaff	0	2	0	444
2007-12-07 08:31:40	dsaff	0	3	0	447
2007-12-07 08:31:54	dsaff	0	4	0	451
2007-12-07 08:32:57	dsaff	0	4	0	455
2007-12-07 08:34:18	dsaff	0	10	0	465
2007-12-07 08:34:37	dsaff	0	4	0	469
2007-12-07 08:35:00	dsaff	0	2	0	471
2007-12-07 08:35:15	dsaff	0	7	0	478
2007-12-07 08:35:29	dsaff	0	8	0	486
2007-12-07 08:36:33	dsaff	0	4	0	490
2007-12-07 08:36:46	dsaff	0	1	0	491
2007-12-07 08:36:58	dsaff	0	9	0	500
2007-12-07 08:37:11	dsaff	0	10	0	510
2007-12-07 08:37:59	dsaff	0	2	0	512
2007-12-07 08:38:20	dsaff	0	2	0	514
2007-12-07 08:39:04	dsaff	0	6	0	520
2007-12-07 08:39:15	dsaff	0	6	0	526
2007-12-07 08:57:39	dsaff	0	0	0	526
2007-12-07 09:44:01	dsaff	0	-1	0	525
2007-12-07 09:44:39	dsaff	0	22	0	547
2007-12-07 09:45:07	dsaff	0	0	0	547
2007-12-07 09:53:27	dsaff	0	6	0	553
2007-12-07 10:27:49	dsaff	0	4	0	557
2007-12-07 10:28:27	dsaff	0	11	0	568
2007-12-07 10:42:28	dsaff	0	0	0	568
2007-12-07 10:43:03	dsaff	0	1	0	569
2007-12-07 10:43:47	dsaff	0	2	0	571
2007-12-07 10:52:01	dsaff	0	3	0	574
2007-12-07 10:52:02	dsaff	0	0	0	574
2007-12-07 11:14:40	dsaff	0	5	0	579
2007-12-08 11:45:41	dsaff	0	0	0	579
2007-12-08 11:49:51	dsaff	0	2	0	581
2007-12-10 10:37:55	dsaff	0	0	0	581
2007-12-10 10:38:06	dsaff	0	1	0	582
2007-12-10 10:38:41	dsaff	0	0	0	582
2007-12-10 10:39:41	dsaff	0	1	0	583
2007-12-10 10:57:12	dsaff	0	2	0	585
2007-12-10 11:31:40	kbeck	0	5	3	80
2007-12-11 12:40:13	kbeck	0	0	3	80
2007-12-12 22:34:26	dsaff	0	0	0	585
2007-12-12 22:35:04	dsaff	0	0	0	585
2007-12-12 22:35:44	dsaff	0	0	0	585
2007-12-12 22:36:12	dsaff	0	0	0	585
2007-12-12 22:36:59	dsaff	0	0	0	585
2007-12-12 22:37:35	dsaff	0	0	0	585
2007-12-12 23:43:13	dsaff	0	-1	0	584
2007-12-12 23:43:48	dsaff	0	1	0	585
2007-12-12 23:44:26	dsaff	0	6	0	591
2007-12-12 23:44:57	dsaff	0	4	0	595
2007-12-12 23:45:29	dsaff	0	6	0	601
2007-12-12 23:57:28	dsaff	0	-3	0	598
2007-12-12 23:57:29	dsaff	0	0	0	598
2007-12-15 18:29:10	dsaff	0	0	0	598
2007-12-15 18:46:45	dsaff	0	0	0	598
2007-12-28 11:47:37	dsaff	0	0	0	598
2007-12-28 11:47:38	dsaff	0	0	0	598
2007-12-28 11:48:09	dsaff	0	0	0	598
2007-12-28 11:48:32	dsaff	0	2	0	600
2007-12-28 11:49:27	dsaff	0	0	0	600
2007-12-28 11:49:55	dsaff	0	7	0	607
2007-12-28 11:50:15	dsaff	0	7	0	614
2007-12-30 14:02:05	dsaff	0	2	0	616
2008-01-04 10:31:45	dsaff	0	0	0	616
2008-01-09 19:32:15	dsaff	0	2	0	618
2008-01-09 20:12:53	dsaff	0	2	0	620
2008-01-09 20:12:54	dsaff	0	0	0	620
2008-01-09 20:26:23	dsaff	0	0	0	620
2008-01-09 20:52:51	dsaff	0	4	0	624
2008-01-09 20:59:22	dsaff	0	0	0	624
